,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
273,"['Ryan: Merry Christmas everybody!', 'Nick: Merry Xmas!', 'Chris: Merry Xmas to you!', 'Chris: Where are you btw?', 'Ryan: visiting family in Manchester', 'Ryan: white a disaster hahhaha', 'Chris: We stayed home with Ann, first time on our own!', ""Chris: and I've liked it so far very much""]",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
274,"['Ryan: Merry Christmas everybody!', 'Nick: Merry Xmas!', 'Chris: Merry Xmas to you!', 'Chris: Where are you btw?', 'Ryan: visiting family in Manchester', 'Ryan: white a disaster hahhaha', 'Chris: We stayed home with Ann, first time on our own!', ""Chris: and I've liked it so far very much""]",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Ryan is visiting family in Manchester for Christmas. Chris stayed home with Ann.
275,"[""Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭"", 'Tommy: I am in Poland but can ring my wife and she will give you one', 'Tommy: Do you want me to?', 'Tommy: 67 glenoaks close', ""Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>"", 'Tommy: Put it in gps and start driving', 'Derek McCarthy: <emoticon_thumbup>', 'Tommy: She might be at work for next 15 min but will help you for sure', 'Derek McCarthy: Thanks a lot mate', 'Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm', ""Derek McCarthy: Thanks again!! What's your wife's name  again??"", 'Tommy: Paulina']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
276,"[""Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭"", 'Tommy: I am in Poland but can ring my wife and she will give you one', 'Tommy: Do you want me to?', 'Tommy: 67 glenoaks close', ""Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>"", 'Tommy: Put it in gps and start driving', 'Derek McCarthy: <emoticon_thumbup>', 'Tommy: She might be at work for next 15 min but will help you for sure', 'Derek McCarthy: Thanks a lot mate', 'Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm', ""Derek McCarthy: Thanks again!! What's your wife's name  again??"", 'Tommy: Paulina']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
277,"[""Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭"", 'Tommy: I am in Poland but can ring my wife and she will give you one', 'Tommy: Do you want me to?', 'Tommy: 67 glenoaks close', ""Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>"", 'Tommy: Put it in gps and start driving', 'Derek McCarthy: <emoticon_thumbup>', 'Tommy: She might be at work for next 15 min but will help you for sure', 'Derek McCarthy: Thanks a lot mate', 'Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm', ""Derek McCarthy: Thanks again!! What's your wife's name  again??"", 'Tommy: Paulina']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
278,"[""Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭"", 'Tommy: I am in Poland but can ring my wife and she will give you one', 'Tommy: Do you want me to?', 'Tommy: 67 glenoaks close', ""Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>"", 'Tommy: Put it in gps and start driving', 'Derek McCarthy: <emoticon_thumbup>', 'Tommy: She might be at work for next 15 min but will help you for sure', 'Derek McCarthy: Thanks a lot mate', 'Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm', ""Derek McCarthy: Thanks again!! What's your wife's name  again??"", 'Tommy: Paulina']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
279,"[""Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭"", 'Tommy: I am in Poland but can ring my wife and she will give you one', 'Tommy: Do you want me to?', 'Tommy: 67 glenoaks close', ""Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>"", 'Tommy: Put it in gps and start driving', 'Derek McCarthy: <emoticon_thumbup>', 'Tommy: She might be at work for next 15 min but will help you for sure', 'Derek McCarthy: Thanks a lot mate', 'Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm', ""Derek McCarthy: Thanks again!! What's your wife's name  again??"", 'Tommy: Paulina']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
280,"[""Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!"", 'Dory: My friend is coming over the day after tomorrow', 'Jason: Yay! How long will s/he be staying?', 'Dory: She. around a week. gotta get the house ready. So how is the movie coming along?', ""Jason: We've had 2 months and now we're down to 2 weekends..."", 'Dory: Have you started?', 'Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.', ""Dory: So you're virtually done!"", 'Jason: Haha, something like that']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
281,"[""Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!"", 'Dory: My friend is coming over the day after tomorrow', 'Jason: Yay! How long will s/he be staying?', 'Dory: She. around a week. gotta get the house ready. So how is the movie coming along?', ""Jason: We've had 2 months and now we're down to 2 weekends..."", 'Dory: Have you started?', 'Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.', ""Dory: So you're virtually done!"", 'Jason: Haha, something like that']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
282,"[""Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!"", 'Dory: My friend is coming over the day after tomorrow', 'Jason: Yay! How long will s/he be staying?', 'Dory: She. around a week. gotta get the house ready. So how is the movie coming along?', ""Jason: We've had 2 months and now we're down to 2 weekends..."", 'Dory: Have you started?', 'Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.', ""Dory: So you're virtually done!"", 'Jason: Haha, something like that']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
283,"[""Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!"", 'Dory: My friend is coming over the day after tomorrow', 'Jason: Yay! How long will s/he be staying?', 'Dory: She. around a week. gotta get the house ready. So how is the movie coming along?', ""Jason: We've had 2 months and now we're down to 2 weekends..."", 'Dory: Have you started?', 'Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.', ""Dory: So you're virtually done!"", 'Jason: Haha, something like that']",condigsum,Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER station Vesinet at 5:30 pm.': [('the RER station Vesinet', 'intrinsic', 'CirE')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
284,"[""Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!"", 'Dory: My friend is coming over the day after tomorrow', 'Jason: Yay! How long will s/he be staying?', 'Dory: She. around a week. gotta get the house ready. So how is the movie coming along?', ""Jason: We've had 2 months and now we're down to 2 weekends..."", 'Dory: Have you started?', 'Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.', ""Dory: So you're virtually done!"", 'Jason: Haha, something like that']",bart,Natacha will pick Charles up at the station Vesinet at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
285,"[""Jack: I'm 10 min late.."", 'Jack: sorry', ""Laura: no worries, I'll wait inside"", 'Jack: ok.']",gpt3_finetune,Charles will probably arrive at the train station Vesinet at 5:30 pm. Natacha will pick him up.,SAMSum,"{'Charles will probably arrive at the train station Vesinet at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Laura and Jack are about to meet. Jack is running 10 minutes late.
286,"[""Jack: I'm 10 min late.."", 'Jack: sorry', ""Laura: no worries, I'll wait inside"", 'Jack: ok.']",pegasus,Natacha will pick Charles up at the RER at 5:30 pm. Charles will be at the station Vesinet at 5:30 pm. Charles will call Natacha when he arrives.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('5:30 pm', 'intrinsic', 'CirE')], 'Charles will be at the station Vesinet at 5:30 pm.': [('Vesinet', 'intrinsic', 'CirE')]}",Laura and Jack are about to meet. Jack is running 10 minutes late.
287,"[""Jack: I'm 10 min late.."", 'Jack: sorry', ""Laura: no worries, I'll wait inside"", 'Jack: ok.']",structure_aware_bart,Natacha will pick Charles up at the RER at 5:30 pm.,SAMSum,"{'Natacha will pick Charles up at the RER at 5:30 pm.': [('at 5:30 pm', 'intrinsic', 'CirE')]}",Laura and Jack are about to meet. Jack is running 10 minutes late.
